2.70411e+14,3.29962e+10,2.70444e+14
2.38279e+16,3.78522e+10,2.3828e+16
4.3029e+15,4.21039e+10,4.30294e+15
8.0427e+16,6.4786e+10,8.04271e+16
7.37002e+14,5.28968e+10,7.37055e+14
1.37534e+16,8.56616e+10,1.37535e+16
7.14481e+14,1.17166e+11,7.14598e+14
5.82767e+14,1.19582e+11,5.82887e+14
5.80107e+14,1.83047e+11,5.8029e+14
5.77548e+14,2.40691e+11,5.77789e+14
6.27455e+14,3.23734e+11,6.27779e+14
6.27956e+14,1.98513e+11,6.28154e+14
6.28572e+14,2.8943e+11,6.28862e+14
6.29472e+14,3.6967e+11,6.29842e+14
7.24217e+14,3.13278e+11,7.2453e+14
7.29478e+14,3.69659e+11,7.29848e+14
7.35747e+14,4.13062e+11,7.3616e+14
7.43161e+14,4.55739e+11,7.43616e+14
5.38915e+14,4.97774e+11,5.39413e+14
5.21641e+14,4.35507e+11,5.22077e+14
2.01029e+16,4.77396e+11,2.01034e+16
8.74197e+18,5.51854e+11,8.74197e+18
6.20784e+13,6.32472e+11,6.27108e+13
5.37119e+13,6.76086e+11,5.4388e+13
6.54646e+13,7.51311e+11,6.62159e+13
6.6551e+13,8.2614e+11,6.73772e+13
6.75066e+13,8.99842e+11,6.84064e+13
1.88766e+14,9.2631e+11,1.89692e+14
7.27099e+14,7.75959e+11,7.27875e+14
1.63825e+15,5.10953e+11,1.63876e+15
1.04756e+15,6.34596e+11,1.04819e+15
1.05022e+15,6.78272e+11,1.0509e+15
1.05328e+15,4.59353e+11,1.05374e+15
2.94951e+14,5.06801e+11,2.95458e+14
2.10665e+14,5.05733e+11,2.11171e+14
2.12629e+14,5.49965e+11,2.13179e+14
2.15622e+14,5.911e+11,2.16213e+14
2.46738e+14,6.17855e+11,2.47356e+14
1.61368e+14,6.55732e+11,1.62024e+14
1.63235e+14,6.99608e+11,1.63934e+14
3.19688e+14,7.41381e+11,3.2043e+14
2.14858e+15,5.66829e+11,2.14915e+15
2.15613e+15,5.96548e+11,2.15673e+15
2.16605e+15,6.20516e+11,2.16667e+15
2.18379e+15,6.18832e+11,2.18441e+15
6.40245e+13,1.231e+11,6.41476e+13
3.56998e+13,1.37479e+11,3.58373e+13
3.60968e+13,1.45318e+11,3.62421e+13
3.648e+13,1.53583e+11,3.66336e+13
3.6839e+13,1.6226e+11,3.70012e+13
3.71513e+13,1.71303e+11,3.73226e+13
1.80932e+35,3.53001e+11,1.80932e+35
2.8867e+23,0,2.8867e+23
4.97758e+32,1.03371e+11,4.97758e+32
5.59883e+30,0,5.59883e+30
2.49134e+36,0,2.49134e+36
3.04307e+32,0,3.04307e+32
2.02969e+30,0,2.02969e+30
4.65265e+30,0,4.65265e+30
3.06372e+26,0,3.06372e+26
4.77116e+25,0,4.77116e+25
6.64033e+26,0,6.64033e+26
1.132e+24,7.24996e+10,1.132e+24
1.11439e+27,5.69397e+09,1.11439e+27
2.24731e+26,2.10833e+10,2.24731e+26
5.20594e+24,4.76376e+10,5.20594e+24
1.7887e+23,3.673e+10,1.7887e+23
3.50825e+21,5.18859e+09,3.50825e+21
4.6486e+24,2.84224e+10,4.6486e+24
4.87821e+23,2.63165e+10,4.87821e+23
2.9647e+21,5.78462e+10,2.9647e+21
2.23383e+24,4.02972e+10,2.23383e+24
3.52066e+20,6.0232e+10,3.52066e+20
6.32829e+20,8.3054e+10,6.32829e+20
5.68307e+20,6.51163e+10,5.68307e+20
4.40161e+19,1.12656e+11,4.40161e+19
3.44506e+19,5.429e+10,3.44506e+19
3.90254e+23,4.6186e+10,3.90254e+23
2.28346e+19,9.93953e+10,2.28346e+19
3.96169e+19,1.26032e+11,3.96169e+19
7.93344e+18,1.64786e+11,7.93344e+18
1.76439e+21,3.9121e+10,1.76439e+21
1.96435e+18,1.90176e+10,1.96435e+18
1.72914e+18,8.10521e+10,1.72914e+18
2.95184e+19,9.42694e+10,2.95184e+19
1.1045e+18,1.10904e+11,1.1045e+18
6.9393e+17,1.00973e+11,6.9393e+17
5.38707e+17,1.90867e+11,5.38708e+17
2.16732e+17,1.59709e+11,2.16732e+17
3.7187e+17,6.67125e+10,3.7187e+17
2.89535e+17,1.1267e+11,2.89535e+17
1.6123e+17,1.03564e+11,1.6123e+17
1.05282e+19,1.35518e+11,1.05282e+19
1.71509e+17,1.14087e+11,1.71509e+17
3.45653e+16,7.94886e+10,3.45654e+16
3.0117e+16,7.98687e+10,3.01171e+16
